"test" "R0" "TotalNumCases" "NoMoreEIs" "DayLastCase" "EpidemicPeakNew" "DayEpidemicPeakNew"
"236" "base parameters" "2.133485" "2" "21" "4" "1" "1"
"237" "base parameters" "2.133485" "4" "48" "45" "1" "1"
"238" "base parameters" "2.133485" "52145" "600" "587" "356" "176"
"239" "base parameters" "2.133485" "3" "16" "1" "1" "1"
"240" "base parameters" "2.133485" "35087" "584" "580" "260" "188"
"241" "base parameters" "2.133485" "23123" "556" "543" "157" "200"
"242" "base parameters" "2.133485" "6" "45" "44" "1" "1"
"243" "base parameters" "2.133485" "14" "111" "110" "2" "60"
"244" "base parameters" "2.133485" "2" "7" "4" "1" "1"
"245" "base parameters" "2.133485" "24939" "528" "527" "179" "177"
"246" "base parameters" "2.133485" "1" "1" "1" "1" "1"
"247" "base parameters" "2.133485" "1" "1" "1" "1" "1"
"248" "base parameters" "2.133485" "1" "1" "1" "1" "1"
"249" "base parameters" "2.133485" "15" "45" "44" "2" "14"
"250" "base parameters" "2.133485" "100992" "657" "655" "624" "188"
"251" "base parameters" "2.133485" "1" "3" "1" "1" "1"
"252" "base parameters" "2.133485" "1" "1" "1" "1" "1"
"253" "base parameters" "2.133485" "3" "34" "30" "1" "1"
"254" "base parameters" "2.133485" "46357" "643" "641" "316" "191"
"255" "base parameters" "2.133485" "1" "2" "1" "1" "1"
"256" "base parameters" "2.133485" "3603" "457" "455" "42" "193"
"257" "base parameters" "2.133485" "7645" "536" "535" "56" "185"
"258" "base parameters" "2.133485" "49706" "604" "600" "339" "165"
"259" "base parameters" "2.133485" "1" "1" "1" "1" "1"
"260" "base parameters" "2.133485" "31415" "565" "561" "226" "181"
"261" "base parameters" "2.133485" "1" "1" "1" "1" "1"
"262" "base parameters" "2.133485" "688" "430" "424" "8" "210"
"263" "base parameters" "2.133485" "2" "12" "11" "1" "1"
"264" "base parameters" "2.133485" "1" "1" "1" "1" "1"
"265" "base parameters" "2.133485" "1054" "417" "410" "13" "130"
"266" "base parameters" "2.133485" "21372" "644" "640" "140" "163"
"267" "base parameters" "2.133485" "4457" "474" "473" "42" "183"
"268" "base parameters" "2.133485" "1" "1" "1" "1" "1"
"269" "base parameters" "2.133485" "10232" "501" "500" "84" "214"
"270" "base parameters" "2.133485" "1" "2" "1" "1" "1"
"271" "base parameters" "2.133485" "5413" "549" "547" "50" "204"
"272" "base parameters" "2.133485" "1" "2" "1" "1" "1"
"273" "base parameters" "2.133485" "83715" "649" "647" "535" "194"
"274" "base parameters" "2.133485" "19208" "606" "599" "142" "175"
"275" "base parameters" "2.133485" "30766" "533" "532" "201" "182"
"276" "base parameters" "2.133485" "1" "1" "1" "1" "1"
"277" "base parameters" "2.133485" "1" "1" "1" "1" "1"
"278" "base parameters" "2.133485" "1" "1" "1" "1" "1"
"279" "base parameters" "2.133485" "28534" "584" "583" "188" "190"
"280" "base parameters" "2.133485" "17074" "531" "528" "116" "161"
"281" "base parameters" "2.133485" "1" "2" "1" "1" "1"
"282" "base parameters" "2.133485" "2799" "520" "517" "26" "185"
"283" "base parameters" "2.133485" "1" "1" "1" "1" "1"
"284" "base parameters" "2.133485" "1" "1" "1" "1" "1"
"285" "base parameters" "2.133485" "1" "1" "1" "1" "1"
"286" "base parameters" "2.133485" "57863" "623" "622" "388" "197"
"287" "base parameters" "2.133485" "4" "23" "14" "1" "1"
"288" "base parameters" "2.133485" "6" "65" "64" "1" "1"
"289" "base parameters" "2.133485" "36046" "563" "561" "232" "209"
"290" "base parameters" "2.133485" "35133" "753" "750" "261" "179"
"291" "base parameters" "2.133485" "2" "5" "4" "1" "1"
"292" "base parameters" "2.133485" "1" "2" "1" "1" "1"
"293" "base parameters" "2.133485" "30354" "587" "582" "206" "199"
"294" "base parameters" "2.133485" "3" "17" "14" "1" "1"
"295" "base parameters" "2.133485" "4150" "467" "452" "36" "164"
"296" "base parameters" "2.133485" "10430" "491" "489" "86" "189"
"297" "base parameters" "2.133485" "2" "22" "18" "1" "1"
"298" "base parameters" "2.133485" "1" "2" "1" "1" "1"
"299" "base parameters" "2.133485" "29319" "523" "521" "207" "184"
"300" "base parameters" "2.133485" "50" "315" "307" "2" "113"
"301" "base parameters" "2.133485" "2" "10" "8" "1" "1"
"302" "base parameters" "2.133485" "2" "40" "36" "1" "1"
"303" "base parameters" "2.133485" "71" "216" "212" "2" "91"
"304" "base parameters" "2.133485" "4" "27" "24" "1" "1"
"305" "base parameters" "2.133485" "1" "1" "1" "1" "1"
"306" "base parameters" "2.133485" "25864" "510" "508" "179" "174"
"307" "base parameters" "2.133485" "15200" "632" "631" "103" "168"
"308" "base parameters" "2.133485" "34998" "575" "569" "245" "182"
"309" "base parameters" "2.133485" "3809" "445" "443" "33" "160"
"310" "base parameters" "2.133485" "3188" "503" "499" "28" "146"
"311" "base parameters" "2.133485" "2" "12" "11" "1" "1"
"312" "base parameters" "2.133485" "1" "1" "1" "1" "1"
"313" "base parameters" "2.133485" "56757" "668" "664" "383" "183"
"314" "base parameters" "2.133485" "1" "2" "1" "1" "1"
"315" "base parameters" "2.133485" "1" "4" "1" "1" "1"
"316" "base parameters" "2.133485" "1" "1" "1" "1" "1"
"317" "base parameters" "2.133485" "96980" "638" "633" "650" "192"
"318" "base parameters" "2.133485" "1" "1" "1" "1" "1"
"319" "base parameters" "2.133485" "12909" "490" "481" "97" "172"
"320" "base parameters" "2.133485" "27607" "692" "691" "193" "172"
"321" "base parameters" "2.133485" "18659" "712" "707" "133" "165"
"322" "base parameters" "2.133485" "1" "2" "1" "1" "1"
"323" "base parameters" "2.133485" "20175" "622" "621" "139" "162"
"324" "base parameters" "2.133485" "1" "1" "1" "1" "1"
"325" "base parameters" "2.133485" "22002" "637" "634" "156" "174"
"326" "base parameters" "2.133485" "5" "49" "48" "1" "1"
"327" "base parameters" "2.133485" "4" "29" "24" "1" "1"
"328" "base parameters" "2.133485" "10545" "507" "501" "80" "193"
"329" "base parameters" "2.133485" "8695" "549" "548" "71" "214"
"330" "base parameters" "2.133485" "2" "20" "19" "1" "1"
"331" "base parameters" "2.133485" "37504" "569" "567" "263" "182"
"332" "base parameters" "2.133485" "1" "1" "1" "1" "1"
"333" "base parameters" "2.133485" "16527" "638" "631" "121" "164"
"334" "base parameters" "2.133485" "1" "1" "1" "1" "1"
"335" "base parameters" "2.133485" "23463" "507" "504" "162" "193"
"336" "base parameters" "2.133485" "2" "8" "6" "1" "1"
"337" "base parameters" "2.133485" "9022" "529" "522" "67" "186"
"338" "base parameters" "2.133485" "83594" "730" "726" "540" "182"
"339" "base parameters" "2.133485" "1" "2" "1" "1" "1"
"340" "base parameters" "2.133485" "1" "3" "1" "1" "1"
"341" "base parameters" "2.133485" "5585" "625" "624" "46" "170"
"342" "base parameters" "2.133485" "6" "37" "34" "1" "1"
"343" "base parameters" "2.133485" "4015" "470" "469" "32" "177"
"344" "base parameters" "2.133485" "3" "20" "19" "1" "1"
"345" "base parameters" "2.133485" "15977" "600" "598" "110" "176"
"346" "base parameters" "2.133485" "1" "1" "1" "1" "1"
"347" "base parameters" "2.133485" "2" "18" "14" "1" "1"
"348" "base parameters" "2.133485" "1" "1" "1" "1" "1"
"349" "base parameters" "2.133485" "1" "3" "1" "1" "1"
"350" "base parameters" "2.133485" "1" "2" "1" "1" "1"
"351" "base parameters" "2.133485" "1" "2" "1" "1" "1"
"352" "base parameters" "2.133485" "5833" "565" "564" "46" "159"
"353" "base parameters" "2.133485" "1" "1" "1" "1" "1"
"354" "base parameters" "2.133485" "18464" "536" "530" "119" "177"
"355" "base parameters" "2.133485" "22969" "587" "585" "156" "199"
"356" "base parameters" "2.133485" "4698" "524" "518" "40" "186"
"357" "base parameters" "2.133485" "13643" "623" "620" "96" "189"
"358" "base parameters" "2.133485" "13585" "582" "581" "105" "180"
"359" "base parameters" "2.133485" "1" "2" "1" "1" "1"
"360" "base parameters" "2.133485" "5756" "543" "542" "45" "182"
"361" "base parameters" "2.133485" "63798" "624" "622" "436" "193"
"362" "base parameters" "2.133485" "73364" "587" "585" "482" "185"
"363" "base parameters" "2.133485" "3" "43" "13" "1" "1"
"364" "base parameters" "2.133485" "1" "2" "1" "1" "1"
"365" "base parameters" "2.133485" "17196" "522" "517" "125" "188"
"366" "base parameters" "2.133485" "14313" "602" "599" "103" "190"
"367" "base parameters" "2.133485" "14769" "547" "540" "111" "179"
"368" "base parameters" "2.133485" "1" "1" "1" "1" "1"
"369" "base parameters" "2.133485" "4047" "512" "508" "37" "179"
"370" "base parameters" "2.133485" "18389" "629" "628" "131" "200"
"371" "base parameters" "2.133485" "13545" "598" "597" "94" "182"
"372" "base parameters" "2.133485" "1" "1" "1" "1" "1"
"373" "base parameters" "2.133485" "1" "5" "1" "1" "1"
"374" "base parameters" "2.133485" "1" "1" "1" "1" "1"
"375" "base parameters" "2.133485" "588" "408" "393" "7" "166"
"376" "base parameters" "2.133485" "71683" "679" "678" "455" "188"
"377" "base parameters" "2.133485" "20054" "537" "527" "150" "187"
"378" "base parameters" "2.133485" "1395" "454" "452" "14" "165"
"379" "base parameters" "2.133485" "1585" "442" "439" "19" "203"
"380" "base parameters" "2.133485" "2" "9" "8" "1" "1"
"381" "base parameters" "2.133485" "1" "1" "1" "1" "1"
"382" "base parameters" "2.133485" "2" "5" "4" "1" "1"
"383" "base parameters" "2.133485" "2" "15" "14" "1" "1"
"384" "base parameters" "2.133485" "1" "5" "1" "1" "1"
"385" "base parameters" "2.133485" "7052" "493" "492" "52" "184"
"386" "base parameters" "2.133485" "8514" "522" "521" "71" "209"
"387" "base parameters" "2.133485" "1" "1" "1" "1" "1"
"388" "base parameters" "2.133485" "13054" "477" "475" "104" "171"
"389" "base parameters" "2.133485" "1" "1" "1" "1" "1"
"390" "base parameters" "2.133485" "37244" "579" "574" "246" "176"
"391" "base parameters" "2.133485" "15297" "476" "473" "107" "178"
"392" "base parameters" "2.133485" "123723" "638" "637" "810" "178"
