"test" "R0" "eta" "p" "q" "alpha" "stiTotalNumCases" "stiTotNumSTIcases" "stiNoMoreEICs" "stiDayLastCase" "stiEpidemicPeakNew" "stiDayEpidemicPeakNew"
"1" "6 month conv period" "2.133485" "0.001" "0.346494" "0.271890410958904" "0.00559910414333707" "2" "0" "3" "1" "1" "1"
"2" "6 month conv period" "2.133485" "0.001" "0.346494" "0.271890410958904" "0.00559910414333707" "57788" "290" "2244" "1103" "387" "181"
"3" "6 month conv period" "2.133485" "0.001" "0.346494" "0.271890410958904" "0.00559910414333707" "2" "0" "236" "23" "1" "1"
"4" "6 month conv period" "2.133485" "0.001" "0.346494" "0.271890410958904" "0.00559910414333707" "18296" "102" "1987" "859" "136" "184"
"5" "6 month conv period" "2.133485" "0.001" "0.346494" "0.271890410958904" "0.00559910414333707" "1" "0" "2" "1" "1" "1"
"6" "6 month conv period" "2.133485" "0.001" "0.346494" "0.271890410958904" "0.00559910414333707" "6" "0" "58" "57" "1" "1"
"7" "6 month conv period" "2.133485" "0.001" "0.346494" "0.271890410958904" "0.00559910414333707" "35371" "182" "1648" "1181" "243" "193"
"8" "6 month conv period" "2.133485" "0.001" "0.346494" "0.271890410958904" "0.00559910414333707" "63814" "326" "2361" "1254" "394" "203"
"9" "6 month conv period" "2.133485" "0.001" "0.346494" "0.271890410958904" "0.00559910414333707" "87554" "473" "1901" "1191" "568" "175"
"10" "6 month conv period" "2.133485" "0.001" "0.346494" "0.271890410958904" "0.00559910414333707" "1" "0" "1" "1" "1" "1"
"11" "6 month conv period" "2.133485" "0.001" "0.346494" "0.271890410958904" "0.00559910414333707" "1416" "5" "1720" "657" "14" "179"
"12" "6 month conv period" "2.133485" "0.001" "0.346494" "0.271890410958904" "0.00559910414333707" "18946" "94" "2203" "1426" "143" "187"
"13" "6 month conv period" "2.133485" "0.001" "0.346494" "0.271890410958904" "0.00559910414333707" "1256" "7" "1309" "590" "15" "175"
"14" "6 month conv period" "2.133485" "0.001" "0.346494" "0.271890410958904" "0.00559910414333707" "29701" "148" "2109" "1146" "199" "196"
"15" "6 month conv period" "2.133485" "0.001" "0.346494" "0.271890410958904" "0.00559910414333707" "1" "0" "1" "1" "1" "1"
"16" "6 month conv period" "2.133485" "0.001" "0.346494" "0.271890410958904" "0.00559910414333707" "2" "0" "166" "20" "1" "1"
"17" "6 month conv period" "2.133485" "0.001" "0.346494" "0.271890410958904" "0.00559910414333707" "30699" "142" "2160" "1334" "207" "181"
"18" "6 month conv period" "2.133485" "0.001" "0.346494" "0.271890410958904" "0.00559910414333707" "10045" "52" "1588" "863" "72" "169"
"19" "6 month conv period" "2.133485" "0.001" "0.346494" "0.271890410958904" "0.00559910414333707" "13484" "70" "1733" "1076" "95" "167"
"20" "6 month conv period" "2.133485" "0.001" "0.346494" "0.271890410958904" "0.00559910414333707" "1" "0" "2" "1" "1" "1"
"21" "6 month conv period" "2.133485" "0.001" "0.346494" "0.271890410958904" "0.00559910414333707" "5343" "30" "1450" "806" "47" "200"
"22" "6 month conv period" "2.133485" "0.001" "0.346494" "0.271890410958904" "0.00559910414333707" "1" "0" "700" "1" "1" "1"
"23" "6 month conv period" "2.133485" "0.001" "0.346494" "0.271890410958904" "0.00559910414333707" "1" "0" "253" "1" "1" "1"
"24" "6 month conv period" "2.133485" "0.001" "0.346494" "0.271890410958904" "0.00559910414333707" "1" "0" "1" "1" "1" "1"
"25" "6 month conv period" "2.133485" "0.001" "0.346494" "0.271890410958904" "0.00559910414333707" "50297" "260" "2342" "1251" "333" "178"
"26" "6 month conv period" "2.133485" "0.001" "0.346494" "0.271890410958904" "0.00559910414333707" "6" "0" "121" "68" "1" "1"
"27" "6 month conv period" "2.133485" "0.001" "0.346494" "0.271890410958904" "0.00559910414333707" "37817" "205" "1820" "1133" "252" "168"
"28" "6 month conv period" "2.133485" "0.001" "0.346494" "0.271890410958904" "0.00559910414333707" "2" "0" "760" "5" "1" "1"
"29" "6 month conv period" "2.133485" "0.001" "0.346494" "0.271890410958904" "0.00559910414333707" "3854" "20" "2194" "772" "35" "229"
"30" "6 month conv period" "2.133485" "0.001" "0.346494" "0.271890410958904" "0.00559910414333707" "1287" "9" "1667" "530" "16" "166"
"31" "6 month conv period" "2.133485" "0.001" "0.346494" "0.271890410958904" "0.00559910414333707" "1" "0" "1" "1" "1" "1"
"32" "6 month conv period" "2.133485" "0.001" "0.346494" "0.271890410958904" "0.00559910414333707" "4" "0" "145" "9" "1" "1"
"33" "6 month conv period" "2.133485" "0.001" "0.346494" "0.271890410958904" "0.00559910414333707" "59794" "318" "2019" "1563" "388" "184"
"34" "6 month conv period" "2.133485" "0.001" "0.346494" "0.271890410958904" "0.00559910414333707" "2" "0" "22" "21" "1" "1"
"35" "6 month conv period" "2.133485" "0.001" "0.346494" "0.271890410958904" "0.00559910414333707" "32437" "169" "1891" "1422" "199" "172"
"36" "6 month conv period" "2.133485" "0.001" "0.346494" "0.271890410958904" "0.00559910414333707" "2" "0" "139" "19" "1" "1"
"37" "6 month conv period" "2.133485" "0.001" "0.346494" "0.271890410958904" "0.00559910414333707" "1" "0" "533" "1" "1" "1"
"38" "6 month conv period" "2.133485" "0.001" "0.346494" "0.271890410958904" "0.00559910414333707" "14903" "72" "1893" "1091" "118" "175"
"39" "6 month conv period" "2.133485" "0.001" "0.346494" "0.271890410958904" "0.00559910414333707" "2" "0" "23" "3" "1" "1"
"40" "6 month conv period" "2.133485" "0.001" "0.346494" "0.271890410958904" "0.00559910414333707" "10965" "47" "1940" "1078" "73" "158"
"41" "6 month conv period" "2.133485" "0.001" "0.346494" "0.271890410958904" "0.00559910414333707" "1" "0" "2" "1" "1" "1"
"42" "6 month conv period" "2.133485" "0.001" "0.346494" "0.271890410958904" "0.00559910414333707" "1" "0" "335" "1" "1" "1"
"43" "6 month conv period" "2.133485" "0.001" "0.346494" "0.271890410958904" "0.00559910414333707" "1" "0" "1" "1" "1" "1"
"44" "6 month conv period" "2.133485" "0.001" "0.346494" "0.271890410958904" "0.00559910414333707" "1" "0" "1" "1" "1" "1"
"45" "6 month conv period" "2.133485" "0.001" "0.346494" "0.271890410958904" "0.00559910414333707" "739" "2" "1379" "405" "9" "123"
"46" "6 month conv period" "2.133485" "0.001" "0.346494" "0.271890410958904" "0.00559910414333707" "16206" "74" "1620" "1157" "116" "192"
"47" "6 month conv period" "2.133485" "0.001" "0.346494" "0.271890410958904" "0.00559910414333707" "18739" "104" "1928" "1577" "129" "192"
"48" "6 month conv period" "2.133485" "0.001" "0.346494" "0.271890410958904" "0.00559910414333707" "22009" "138" "2181" "1734" "149" "172"
"49" "6 month conv period" "2.133485" "0.001" "0.346494" "0.271890410958904" "0.00559910414333707" "2" "0" "256" "32" "1" "1"
"50" "6 month conv period" "2.133485" "0.001" "0.346494" "0.271890410958904" "0.00559910414333707" "15478" "66" "1968" "950" "110" "187"
"51" "6 month conv period" "2.133485" "0.001" "0.346494" "0.271890410958904" "0.00559910414333707" "79531" "441" "1849" "1640" "516" "176"
"52" "6 month conv period" "2.133485" "0.001" "0.346494" "0.271890410958904" "0.00559910414333707" "1" "0" "1" "1" "1" "1"
"53" "6 month conv period" "2.133485" "0.001" "0.346494" "0.271890410958904" "0.00559910414333707" "20044" "108" "2024" "1350" "136" "185"
"54" "6 month conv period" "2.133485" "0.001" "0.346494" "0.271890410958904" "0.00559910414333707" "3" "0" "64" "3" "1" "1"
"55" "6 month conv period" "2.133485" "0.001" "0.346494" "0.271890410958904" "0.00559910414333707" "58205" "286" "2013" "1246" "388" "173"
"56" "6 month conv period" "2.133485" "0.001" "0.346494" "0.271890410958904" "0.00559910414333707" "14247" "66" "1858" "1485" "100" "163"
"57" "6 month conv period" "2.133485" "0.001" "0.346494" "0.271890410958904" "0.00559910414333707" "1" "0" "1" "1" "1" "1"
"58" "6 month conv period" "2.133485" "0.001" "0.346494" "0.271890410958904" "0.00559910414333707" "28029" "128" "2038" "1119" "183" "178"
"59" "6 month conv period" "2.133485" "0.001" "0.346494" "0.271890410958904" "0.00559910414333707" "1" "0" "232" "1" "1" "1"
"60" "6 month conv period" "2.133485" "0.001" "0.346494" "0.271890410958904" "0.00559910414333707" "17271" "103" "1938" "1022" "122" "177"
"61" "6 month conv period" "2.133485" "0.001" "0.346494" "0.271890410958904" "0.00559910414333707" "2346" "17" "1500" "1071" "21" "163"
"62" "6 month conv period" "2.133485" "0.001" "0.346494" "0.271890410958904" "0.00559910414333707" "7" "0" "57" "54" "1" "1"
"63" "6 month conv period" "2.133485" "0.001" "0.346494" "0.271890410958904" "0.00559910414333707" "15" "0" "513" "62" "2" "23"
"64" "6 month conv period" "2.133485" "0.001" "0.346494" "0.271890410958904" "0.00559910414333707" "51082" "242" "2028" "1317" "345" "189"
"65" "6 month conv period" "2.133485" "0.001" "0.346494" "0.271890410958904" "0.00559910414333707" "3" "0" "236" "23" "1" "1"
"66" "6 month conv period" "2.133485" "0.001" "0.346494" "0.271890410958904" "0.00559910414333707" "1" "0" "3" "1" "1" "1"
"67" "6 month conv period" "2.133485" "0.001" "0.346494" "0.271890410958904" "0.00559910414333707" "28192" "159" "2184" "1844" "192" "179"
